t,theta1,theta2,omega1,omega2,KE1,KE2,PE1,PE2,TotalE
4.978,1.495591711,1.834921756,-2.715512909,1.118633946,3.68700518,1.448225319,9.072937951,21.44398684,35.65215529
4.979,1.492872647,1.836037769,-2.72260977,1.11337894,3.70630198,1.471553433,9.046342082,21.4279578,35.65215529
4.98,1.490146504,1.837148487,-2.729669649,1.108043091,3.725548197,1.495112583,9.019682645,21.41181186,35.65215529
4.981,1.48741332,1.838253828,-2.736692591,1.102626213,3.744743168,1.518902956,8.992960246,21.39554892,35.65215529
4.982,1.484673131,1.839353712,-2.743678645,1.097128133,3.763886255,1.542924713,8.966175491,21.37916883,35.65215529
4.983,1.481925975,1.840448057,-2.750627871,1.091548687,3.782976842,1.567177982,8.939328989,21.36267148,35.65215529
4.984,1.479171888,1.841536782,-2.757540332,1.085887722,3.802014341,1.591662867,8.912421351,21.34605673,35.65215529
4.985,1.476410906,1.842619806,-2.764416099,1.080145098,3.820998185,1.61637944,8.885453191,21.32932447,35.65215529
4.986,1.473643068,1.843697045,-2.771255252,1.074320683,3.839927835,1.641327747,8.858425125,21.31247458,35.65215529
4.987,1.470868408,1.84476842,-2.778057872,1.068414357,3.858802771,1.666507807,8.83133777,21.29550694,35.65215529
4.988,1.468086964,1.845833847,-2.784824052,1.06242601,3.877622501,1.69191961,8.804191745,21.27842143,35.65215529
4.989,1.465298772,1.846893244,-2.791553888,1.056355542,3.896386555,1.71756312,8.776987671,21.26121794,35.65215529
4.99,1.462503868,1.84794653,-2.798247481,1.050202863,3.915094483,1.743438272,8.749726172,21.24389636,35.65215529
4.991,1.459702289,1.848993623,-2.804904941,1.043967892,3.933745864,1.769544978,8.722407872,21.22645658,35.65215529
4.992,1.45689407,1.850034439,-2.81152638,1.037650559,3.952340294,1.79588312,8.695033398,21.20889848,35.65215529
4.993,1.454079248,1.851068896,-2.818111919,1.031250802,3.970877395,1.822452559,8.667603377,21.19122196,35.65215529
4.994,1.451257859,1.852096913,-2.824661682,1.02476857,3.989356808,1.849253125,8.640118438,21.17342692,35.65215529
4.995,1.448429937,1.853118406,-2.831175798,1.01820382,4.007778199,1.876284627,8.612579213,21.15551325,35.65215529
4.996,1.445595519,1.854133293,-2.837654402,1.011556518,4.026141252,1.903546848,8.584986334,21.13748086,35.65215529
4.997,1.44275464,1.855141491,-2.844097634,1.004826638,4.044445675,1.931039546,8.557340434,21.11932963,35.65215529
4.998,1.439907335,1.856142919,-2.850505638,0.998014164,4.062691195,1.958762458,8.529642147,21.10105949,35.65215529
4.999,1.43705364,1.857137492,-2.856878562,0.991119087,4.080877558,1.986715293,8.50189211,21.08267033,35.65215529
5,1.43419359,1.858125129,-2.863216559,0.984141407,4.099004532,2.014897742,8.474090959,21.06416206,35.65215529
5.001,1.431327219,1.859105747,-2.869519787,0.977081132,4.117071903,2.04330947,8.446239333,21.04553458,35.65215529
5.002,1.428454562,1.860079264,-2.875788406,0.969938276,4.135079478,2.071950123,8.41833787,21.02678782,35.65215529
5.003,1.425575653,1.861045596,-2.882022581,0.962712863,4.153027079,2.100819321,8.390387211,21.00792168,35.65215529
5.004,1.422690528,1.862004662,-2.888222481,0.955404922,4.170914549,2.129916668,8.362387997,20.98893608,35.65215529
5.005,1.41979922,1.862956379,-2.894388276,0.948014491,4.188741747,2.159241744,8.334340869,20.96983093,35.65215529
5.006,1.416901763,1.863900664,-2.900520144,0.940541615,4.206508552,2.188794112,8.306246469,20.95060616,35.65215529
5.007,1.413998191,1.864837435,-2.90661826,0.932986344,4.224214856,2.218573311,8.278105443,20.93126168,35.65215529
5.008,1.411088537,1.865766609,-2.912682808,0.925348735,4.241860569,2.248578866,8.249918432,20.91179742,35.65215529
5.009,1.408172836,1.866688105,-2.91871397,0.917628854,4.259445618,2.27881028,8.221686083,20.89221331,35.65215529
5.01,1.405251121,1.867601839,-2.924711932,0.909826768,4.276969943,2.30926704,8.193409041,20.87250927,35.65215529
5.011,1.402323423,1.868507731,-2.930676884,0.901942555,4.294433501,2.339948614,8.165087951,20.85268522,35.65215529
5.012,1.399389778,1.869405697,-2.936609017,0.893976297,4.31183626,2.370854455,8.136723461,20.83274111,35.65215529
5.013,1.396450216,1.870295656,-2.942508524,0.885928079,4.329178207,2.401983997,8.108316217,20.81267687,35.65215529
5.014,1.393504772,1.871177526,-2.948375599,0.877797996,4.346459337,2.433336661,8.079866867,20.79249242,35.65215529
5.015,1.390553476,1.872051225,-2.95421044,0.869586145,4.363679662,2.464911852,8.051376059,20.77218772,35.65215529
5.016,1.387596361,1.872916671,-2.960013244,0.861292628,4.380839204,2.496708959,8.022844441,20.75176269,35.65215529
5.017,1.38463346,1.873773783,-2.965784212,0.852917553,4.397937996,2.528727357,7.994272664,20.73121727,35.65215529
5.018,1.381664803,1.874622479,-2.971523544,0.844461033,4.414976086,2.560966409,7.965661374,20.71055142,35.65215529
5.019,1.378690423,1.875462678,-2.977231441,0.835923183,4.431953528,2.593425463,7.937011224,20.68976507,35.65215529
5.02,1.375710351,1.876294298,-2.982908108,0.827304126,4.44887039,2.626103857,7.908322861,20.66885818,35.65215529
5.021,1.372724617,1.877117259,-2.988553747,0.818603985,4.465726748,2.659000915,7.879596937,20.64783069,35.65215529
5.022,1.369733254,1.877931479,-2.994168562,0.809822889,4.482522688,2.692115949,7.850834102,20.62668255,35.65215529
5.023,1.366736291,1.878736878,-2.999752757,0.800960972,4.499258303,2.725448262,7.822035007,20.60541372,35.65215529
5.024,1.363733758,1.879533374,-3.005306539,0.792018368,4.515933697,2.758997146,7.793200303,20.58402414,35.65215529
5.025,1.360725688,1.880320888,-3.010830111,0.782995218,4.532548979,2.792761883,7.764330641,20.56251379,35.65215529
5.026,1.357712108,1.881099338,-3.016323678,0.773891665,4.549104267,2.826741746,7.735426672,20.54088261,35.65215529
5.027,1.35469305,1.881868644,-3.021787446,0.764707853,4.565599684,2.860935998,7.706489048,20.51913056,35.65215529
5.028,1.351668543,1.882628727,-3.027221617,0.755443931,4.58203536,2.895343897,7.677518421,20.49725761,35.65215529
5.029,1.348638617,1.883379506,-3.032626397,0.746100051,4.598411432,2.929964691,7.648515443,20.47526372,35.65215529
5.03,1.3456033,1.8841209,-3.038001988,0.736676366,4.61472804,2.96479762,7.619480766,20.45314886,35.65215529
5.031,1.342562622,1.884852832,-3.043348593,0.727173034,4.630985328,2.999841921,7.590415042,20.430913,35.65215529
5.032,1.339516612,1.88557522,-3.048666412,0.717590212,4.647183447,3.035096821,7.561318923,20.4085561,35.65215529
5.033,1.336465299,1.886287986,-3.053955648,0.70792806,4.663322549,3.070561544,7.532193063,20.38607813,35.65215529
5.034,1.333408711,1.88699105,-3.059216498,0.698186743,4.67940279,3.106235308,7.503038113,20.36347908,35.65215529
5.035,1.330346875,1.887684333,-3.064449161,0.688366424,4.69542433,3.142117328,7.473854727,20.3407589,35.65215529
5.036,1.327279822,1.888367756,-3.069653833,0.67846727,4.711387328,3.178206813,7.444643558,20.31791759,35.65215529
5.037,1.324207577,1.889041241,-3.07483071,0.668489448,4.727291948,3.214502969,7.415405257,20.29495512,35.65215529
5.038,1.321130169,1.889704709,-3.079979984,0.658433128,4.743138352,3.251005001,7.38614048,20.27187146,35.65215529
5.039,1.318047626,1.890358081,-3.085101848,0.648298481,4.758926705,3.287712108,7.356849878,20.2486666,35.65215529
5.04,1.314959975,1.89100128,-3.09019649,0.638085678,4.774657172,3.324623491,7.327534105,20.22534052,35.65215529
5.041,1.311867242,1.891634227,-3.095264097,0.627794893,4.790329916,3.361738346,7.298193815,20.20189321,35.65215529
5.042,1.308769456,1.892256844,-3.100304856,0.617426299,4.805945102,3.39905587,7.268829661,20.17832466,35.65215529
5.043,1.305666641,1.892869053,-3.10531895,0.606980072,4.82150289,3.436575259,7.239442298,20.15463484,35.65215529
5.044,1.302558826,1.893470778,-3.110306558,0.596456387,4.837003443,3.474295708,7.210032378,20.13082376,35.65215529
5.045,1.299446037,1.89406194,-3.11526786,0.58585542,4.852446919,3.512216415,7.180600557,20.1068914,35.65215529
5.046,1.296328299,1.894642463,-3.12020303,0.57517735,4.867833473,3.550336575,7.151147487,20.08283775,35.65215529
5.047,1.29320564,1.895212269,-3.125112241,0.564422352,4.883163259,3.588655388,7.121673825,20.05866282,35.65215529
5.048,1.290078084,1.895771282,-3.129995664,0.553590606,4.898436427,3.627172052,7.092180224,20.03436659,35.65215529
5.049,1.286945657,1.896319425,-3.134853465,0.542682288,4.913653124,3.665885769,7.062667339,20.00994906,35.65215529
5.05,1.283808385,1.896856621,-3.139685809,0.531697579,4.928813489,3.704795746,7.033135824,19.98541023,35.65215529
5.051,1.280666294,1.897382795,-3.144492857,0.520636656,4.943917662,3.743901187,7.003586336,19.9607501,35.65215529
5.052,1.277519408,1.897897869,-3.149274766,0.509499698,4.958965775,3.783201305,6.974019529,19.93596868,35.65215529
5.053,1.274367753,1.898401769,-3.154031691,0.498286884,4.973957953,3.822695315,6.94443606,19.91106596,35.65215529
5.054,1.271211353,1.898894418,-3.158763783,0.486998393,4.988894319,3.862382433,6.914836583,19.88604195,35.65215529
5.055,1.268050233,1.899375741,-3.163471191,0.475634403,5.003774987,3.902261885,6.885221756,19.86089666,35.65215529
5.056,1.264884419,1.899845662,-3.168154057,0.464195093,5.018600065,3.942332898,6.855592234,19.83563009,35.65215529
5.057,1.261713933,1.900304106,-3.172812524,0.45268064,5.033369656,3.982594706,6.825948674,19.81024225,35.65215529
5.058,1.258538802,1.900750998,-3.177446727,0.441091223,5.048083853,4.023046547,6.796291734,19.78473316,35.65215529
5.059,1.255359048,1.901186263,-3.182056801,0.429427019,5.062742742,4.063687667,6.76662207,19.75910281,35.65215529
5.06,1.252174696,1.901609827,-3.186642874,0.417688206,5.077346403,4.104517318,6.736940341,19.73335123,35.65215529
5.061,1.24898577,1.902021615,-3.191205072,0.40587496,5.091894905,4.145534757,6.707247204,19.70747842,35.65215529
5.062,1.245792294,1.902421552,-3.195743516,0.393987457,5.10638831,4.186739251,6.677543318,19.68148441,35.65215529
5.063,1.242594291,1.902809565,-3.200258324,0.382025873,5.120826671,4.228130071,6.647829341,19.65536921,35.65215529
5.064,1.239391785,1.903185579,-3.20474961,0.369990384,5.13521003,4.2697065,6.618105934,19.62913283,35.65215529
5.065,1.236184799,1.903549521,-3.209217482,0.357881163,5.149538422,4.311467824,6.588373756,19.60277529,35.65215529
5.066,1.232973358,1.903901317,-3.213662045,0.345698386,5.163811869,4.353413342,6.558633466,19.57629661,35.65215529
5.067,1.229757483,1.904240894,-3.2180834,0.333442224,5.178030385,4.395542358,6.528885727,19.54969682,35.65215529
5.068,1.226537199,1.904568177,-3.222481644,0.321112852,5.192193973,4.437854188,6.499131198,19.52297593,35.65215529
5.069,1.223312527,1.904883095,-3.226856868,0.308710441,5.206302624,4.480348156,6.469370542,19.49613397,35.65215529
5.07,1.220083493,1.905185574,-3.231209161,0.296235162,5.22035632,4.523023595,6.439604421,19.46917095,35.65215529
5.071,1.216850117,1.905475541,-3.235538604,0.283687186,5.234355028,4.565879849,6.409833497,19.44208692,35.65215529
5.072,1.213612423,1.905752924,-3.239845276,0.271066683,5.248298707,4.608916272,6.380058435,19.41488188,35.65215529
5.073,1.210370434,1.90601765,-3.244129252,0.258373821,5.262187302,4.652132226,6.350279898,19.38755586,35.65215529
5.074,1.207124172,1.906269648,-3.2483906,0.245608771,5.276020745,4.695527088,6.320498551,19.3601089,35.65215529
5.075,1.20387366,1.906508844,-3.252629385,0.232771698,5.289798959,4.739100244,6.290715059,19.33254103,35.65215529
5.076,1.200618921,1.906735167,-3.256845667,0.219862771,5.30352185,4.782851089,6.260930089,19.30485226,35.65215529
5.077,1.197359976,1.906948545,-3.261039501,0.206882155,5.317189313,4.826779032,6.231144306,19.27704264,35.65215529
5.078,1.194096849,1.907148907,-3.265210936,0.193830015,5.330801229,4.870883494,6.201358379,19.24911219,35.65215529
5.079,1.190829562,1.907336182,-3.269360019,0.180706518,5.344357467,4.915163906,6.171572975,19.22106094,35.65215529
5.08,1.187558137,1.907510297,-3.27348679,0.167511825,5.357857881,4.959619713,6.141788763,19.19288893,35.65215529
5.081,1.184282596,1.907671182,-3.277591283,0.154246101,5.371302311,5.004250371,6.112006414,19.16459619,35.65215529
5.082,1.181002961,1.907818765,-3.281673531,0.140909508,5.384690582,5.04905535,6.082226597,19.13618276,35.65215529
5.083,1.177719256,1.907952977,-3.285733558,0.127502209,5.398022507,5.094034131,6.052449984,19.10764867,35.65215529
5.084,1.174431502,1.908073746,-3.289771385,0.114024363,5.411297882,5.139186211,6.022677247,19.07899395,35.65215529
5.085,1.171139721,1.908181002,-3.293787027,0.100476132,5.424516489,5.184511097,5.992909059,19.05021865,35.65215529
5.086,1.167843935,1.908274675,-3.297780494,0.086857676,5.437678095,5.230008311,5.963146095,19.02132279,35.65215529
5.087,1.164544167,1.908354694,-3.301751793,0.073169154,5.450782452,5.275677389,5.933389028,18.99230642,35.65215529
5.088,1.161240439,1.90842099,-3.305700923,0.059410724,5.463829296,5.321517879,5.903638534,18.96316958,35.65215529
5.089,1.157932773,1.908473493,-3.309627879,0.045582544,5.476818348,5.367529347,5.873895291,18.9339123,35.65215529
5.09,1.15462119,1.908512132,-3.31353265,0.031684773,5.489749312,5.413711369,5.844159975,18.90453463,35.65215529
5.091,1.151305715,1.908536839,-3.317415222,0.017717567,5.502621878,5.460063537,5.814433267,18.87503661,35.65215529
5.092,1.147986367,1.908547544,-3.321275574,0.003681082,5.515435718,5.506585459,5.784715844,18.84541827,35.65215529
5.093,1.144663171,1.908544178,-3.325113679,-0.010424526,5.528190489,5.553276755,5.755008388,18.81567966,35.65215529
5.094,1.141336147,1.908526672,-3.328929507,-0.0245991,5.54088583,5.600137062,5.72531158,18.78582082,35.65215529
5.095,1.138005319,1.908494957,-3.33272302,-0.038842486,5.553521365,5.647166031,5.695626104,18.75584179,35.65215529
5.096,1.134670709,1.908448964,-3.336494178,-0.053154529,5.566096699,5.694363329,5.665952642,18.72574262,35.65215529
5.097,1.131332338,1.908388625,-3.340242932,-0.067535074,5.578611423,5.741728637,5.636291881,18.69552335,35.65215529
5.098,1.127990231,1.908313871,-3.343969231,-0.081983967,5.591065109,5.789261654,5.606644505,18.66518402,35.65215529
5.099,1.124644408,1.908224634,-3.347673016,-0.096501053,5.603457312,5.836962093,5.577011202,18.63472468,35.65215529
5.1,1.121294892,1.908120846,-3.351354224,-0.11108618,5.615787569,5.884829682,5.54739266,18.60414538,35.65215529
5.101,1.117941707,1.908002439,-3.355012787,-0.125739194,5.628055401,5.932864167,5.517789568,18.57344615,35.65215529
5.102,1.114584874,1.907869345,-3.35864863,-0.14045994,5.64026031,5.981065308,5.488202618,18.54262705,35.65215529
5.103,1.111224417,1.907721497,-3.362261674,-0.155248266,5.652401782,6.029432882,5.4586325,18.51168813,35.65215529
5.104,1.107860358,1.907558826,-3.365851834,-0.170104017,5.664479283,6.077966684,5.429079908,18.48062942,35.65215529
5.105,1.104492721,1.907381267,-3.369419019,-0.185027041,5.676492262,6.126666522,5.399545535,18.44945097,35.65215529
5.106,1.101121528,1.90718875,-3.372963133,-0.200017185,5.68844015,6.175532225,5.370030077,18.41815284,35.65215529
5.107,1.097746802,1.90698121,-3.376484077,-0.215074293,5.70032236,6.224563634,5.340534231,18.38673507,35.65215529
5.108,1.094368568,1.906758579,-3.379981741,-0.230198213,5.712138285,6.27376061,5.311058694,18.3551977,35.65215529
5.109,1.090986847,1.906520791,-3.383456015,-0.245388791,5.723887303,6.323123029,5.281604164,18.32354079,35.65215529
5.11,1.087601663,1.906267779,-3.386906781,-0.260645872,5.73556877,6.372650785,5.252171343,18.29176439,35.65215529
5.111,1.084213041,1.905999477,-3.390333914,-0.275969302,5.747182026,6.42234379,5.222760931,18.25986854,35.65215529
5.112,1.080821003,1.905715819,-3.393737288,-0.291358925,5.75872639,6.47220197,5.193373632,18.2278533,35.65215529
5.113,1.077425574,1.905416737,-3.397116767,-0.306814587,5.770201164,6.522225273,5.164010149,18.19571871,35.65215529
5.114,1.074026778,1.905102168,-3.400472211,-0.322336132,5.78160563,6.572413659,5.134671187,18.16346481,35.65215529
5.115,1.070624638,1.904772043,-3.403803476,-0.337923403,5.792939053,6.622767109,5.105357453,18.13109168,35.65215529
5.116,1.067219179,1.904426299,-3.407110411,-0.353576243,5.804200676,6.67328562,5.076069654,18.09859934,35.65215529
5.117,1.063810425,1.904064869,-3.410392859,-0.369294496,5.815389727,6.723969208,5.046808501,18.06598785,35.65215529
5.118,1.060398402,1.903687688,-3.413650659,-0.385078002,5.826505411,6.774817906,5.017574702,18.03325727,35.65215529
5.119,1.056983132,1.903294691,-3.416883643,-0.400926603,5.837546916,6.825831763,4.988368969,18.00040764,35.65215529
5.12,1.053564643,1.902885813,-3.420091639,-0.416840139,5.84851341,6.877010848,4.959192016,17.96743902,35.65215529
5.121,1.050142957,1.902460989,-3.423274468,-0.432818449,5.859404042,6.928355246,4.930044556,17.93435145,35.65215529
5.122,1.046718102,1.902020155,-3.426431947,-0.448861373,5.870217942,6.979865063,4.900927304,17.90114498,35.65215529
5.123,1.043290102,1.901563245,-3.429563885,-0.464968747,5.880954221,7.031540419,4.871840978,17.86781967,35.65215529
5.124,1.039858983,1.901090196,-3.432670089,-0.481140409,5.891611969,7.083381454,4.842786296,17.83437557,35.65215529
5.125,1.036424771,1.900600943,-3.435750357,-0.497376193,5.902190259,7.135388326,4.813763975,17.80081273,35.65215529
5.126,1.032987491,1.900095422,-3.438804485,-0.513675935,5.912688142,7.187561211,4.784774738,17.7671312,35.65215529
5.127,1.02954717,1.89957357,-3.44183226,-0.530039467,5.923104652,7.239900303,4.755819305,17.73333103,35.65215529
5.128,1.026103835,1.899035322,-3.444833465,-0.546466622,5.933438802,7.292405814,4.726898399,17.69941228,35.65215529
5.129,1.022657512,1.898480616,-3.447807879,-0.56295723,5.943689586,7.345077973,4.698012745,17.66537499,35.65215529
5.13,1.019208229,1.897909387,-3.450755273,-0.57951112,5.953855978,7.397917031,4.669163068,17.63121921,35.65215529
5.131,1.015756011,1.897321572,-3.453675415,-0.596128121,5.963936934,7.450923253,4.640350095,17.59694501,35.65215529
5.132,1.012300887,1.896717109,-3.456568064,-0.612808059,5.97393139,7.504096923,4.611574552,17.56255242,35.65215529
